Numero documento;Tp doc;Nº direc;Nombre deudor;Fecha factura;Fecha vto;AF ;Nº per;Est pago;Importe bruto;Importe pendiente;Cd mon;Condic pago;Fecha de Pago;Tipo cambio USD;Tipo cambio EUR;Impte pend Mext USD;Impte pend Mext EUR;
23000413;PV;9882;ODINSA S.A;14/07/2023;14/07/2023;23;7;H;32498324424;32498324424;COP;002;;;;;;
23000414;PV;20040;CELSIA COLOMBIA SA ESP;14/07/2023;17/07/2023;23;7;H;1282858615;1282858615;COP; ;;;;;;
23000415;PV;16235;SOLARTE MARCILLO LUIS FERNANDO;14/07/2023;14/07/2023;23;7;H;817353;817353;COP; ;;;;;;
23000416;PV;9582;ETB SA ESP;14/07/2023;28/07/2023;23;7;H;5393320;5393320;COP;002;;;;;;
23000417;PV;44710;ASESORIA EN COMUNICACIONES ASECONES S A-;14/07/2023;21/07/2023;23;7;H;115536;115536;COP;002;;;;;;
23000437;PV;8086;DELTA AIR LINES INC.;14/07/2023;15/09/2023;23;7;H;62320317;1492546;COP; ;;;;;;
23000440;PV;15189;TURKISH AIRLINES INC.;14/07/2023;15/09/2023;23;7;H;23319607;23319607;COP; ;;;;;;
23000447;PV;8262;AMERICAN AIRLINES INC SUCURSAL C;14/07/2023;15/09/2023;23;7;H;167367294;167367294;COP; ;;;;;;
23000448;PV;8006;AIR FRANCE;16/07/2023;15/09/2023;23;7;H;43198671;43198671;COP; ;;;;;;
23000418;PV;10054;FIDUCIARIA BANCOLOMBIA S A;17/07/2023;18/08/2023;23;7;H;6902000;6902000;COP;002;;;;;;
23000446;PV;35783;LATAM AIRLINES ECUADOR S.A. SUCURSAL COL;17/07/2023;15/09/2023;23;7;H;230676769;230676769;COP; ;;;;;;
23000457;PV;27237;MAYER BROWN LLP;18/07/2023;18/08/2023;23;9;P;-80767218;;COP;001;;;;;;
23000419;PV;8044;BANCOLOMBIA S.A.;19/07/2023;21/07/2023;23;7;H;2172914000;2172914000;COP; ;;;;;;
23000420;PV;29156;LIBERTY NETWORKS DE COLOMBIA S.A.S;19/07/2023;04/08/2023;23;7;P;24395000;;COP;002;;;;;;
23000434;PV;8187;COMPAÑIA PANAMEÑA DE AVIACION S.A.COPA;19/07/2023;22/09/2023;23;7;H;142388531;142388531;COP; ;;;;;;
23000441;PV;8374;TAM LINHAS AEREAS S.A. SUCURSAL COLOMBIA;19/07/2023;22/09/2023;23;7;H;16945181;16945181;COP; ;;;;;;
23000445;PV;8341;LAN PERU S.A. SUCURSAL COLOMBIA;19/07/2023;22/09/2023;23;7;H;56064732;56064732;COP; ;;;;;;
23000450;PV;8483;LATAM AIRLINES GROUP S.A. SUCURSAL COLOM;19/07/2023;22/09/2023;23;7;H;55813033;55813033;COP; ;;;;;;
23000451;PV;8272;AEROVIAS DE INTEGRACION REGIONAL AIRES;19/07/2023;19/09/2023;23;7;H;204526095;204526095;COP; ;;;;;;
23000421;PV;19547;HSBC BANK USA N A;21/07/2023;21/07/2023;23;7;P;601422058;;COP; ;;;;;;
23000422;PV;9894;CAMARA DE COMERCIO DE BOGOTA;21/07/2023;21/07/2023;23;7;P;215000;;COP;002;;;;;;
23000443;PV;8240;JETBLUE AIRWAYS CORPORATION;21/07/2023;22/09/2023;23;7;H;38776333;38776333;COP; ;;;;;;
23000423;PV;10229;ENEL COLOMBIA S.A  E.S.P;24/07/2023;28/07/2023;23;7;H;336090;336090;COP;002;;;;;;
23000424;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;24/07/2023;11/08/2023;23;7;H;806523;806523;COP; ;;;;;;
23000432;PV;9666;AVIANCA S.A;24/07/2023;29/09/2023;23;7;P;1081872002;;COP;002;;;;;;
23000453;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;26/07/2023;11/08/2023;23;7;H;6896385;6896385;COP; ;;;;;;
23000454;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;26/07/2023;11/08/2023;23;7;H;124046700;124046700;COP; ;;;;;;
23000455;PV;16571;P.A. FIDUCOLDEX FONTUR RECAUDOS;26/07/2023;28/07/2023;23;7;H;734460000;734460000;COP; ;;;;;;
23000458;PV;9403;GARRIGUES COLOMBIA S.A.S.;26/07/2023;18/08/2023;23;9;P;-8929717;;COP;002;;;;;;
23000459;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;27/07/2023;28/07/2023;23;7;H;18404578;18404578;COP; ;;;;;;
23000461;PV;8574;DIRECCION DISTRITAL DE TESORERIA;27/07/2023;31/07/2023;23;7;P;-62684503530;;COP; ;;;;;;
23000462;PV;17347;MUNICIPIO DE FUNZA;27/07/2023;31/07/2023;23;7;P;-19686723185;;COP; ;;;;;;
23000463;PV;9657;UNIDAD ADMINISTRATIVA ESPECIAL AERONAUTI;27/07/2023;31/07/2023;23;7;P;-3,29485E+11;;COP;003;;;;;;
23000464;PV;9657;UNIDAD ADMINISTRATIVA ESPECIAL AERONAUTI;27/07/2023;31/07/2023;23;7;P;3,29283E+11;;COP;003;;;;;;
23000465;PV;8574;DIRECCION DISTRITAL DE TESORERIA;27/07/2023;31/07/2023;23;7;H;62646106828;62646106828;COP; ;;;;;;
23000466;PV;17347;MUNICIPIO DE FUNZA;27/07/2023;31/07/2023;23;7;H;19674664300;19674664300;COP; ;;;;;;
23000496;PV;10079;PAUL HASTINGS LLP;01/08/2023;01/09/2023;23;9;P;-15595869;;COP;002;;;;;;
23000517;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;01/08/2023;24/10/2023;23;8;P;-35651942;;COP; ;;;;;;
23000521;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;01/08/2023;29/09/2023;23;8;H;11073945;11073945;COP; ;;;;;;
23000468;PV;10188;ENERTOTAL S.A. E.S.P.;02/08/2023;04/08/2023;23;8;H;201234077;201234077;COP;002;;;;;;
23000469;PV;10188;ENERTOTAL S.A. E.S.P.;02/08/2023;04/08/2023;23;8;H;1006513;1006513;COP;002;;;;;;
23000503;PV;14599;AIR EUROPA;02/08/2023;06/10/2023;23;8;H;40662902;40662902;COP; ;;;;;;
23000514;PV;8086;DELTA AIR LINES INC.;02/08/2023;01/09/2023;23;8;P;-233429249;;COP; ;;;;;;
23000528;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;02/08/2023;06/10/2023;23;8;H;38128992;38128992;COP; ;;;;;;
23000530;PV;8086;DELTA AIR LINES INC.;02/08/2023;06/10/2023;23;8;P;-233429249;;COP; ;;;;;;
23000498;PV;8030;AEROLINEAS ARGENTINAS  S.A.;03/08/2023;06/10/2023;23;8;P;-1683101;;COP; ;;;;;;
23000515;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;03/08/2023;06/10/2023;23;8;H;25028875;25028875;COP; ;;;;;;
23000529;PV;8030;AEROLINEAS ARGENTINAS  S.A.;03/08/2023;06/10/2023;23;8;P;14683101;;COP; ;;;;;;
23000470;PV;18728;ASOCIACION NACIONAL DE EMPRESARIOS DE CO;08/08/2023;08/08/2023;23;8;P;-11627248;;COP; ;;;;;;
23000471;PV;8219;PROMOTORA DE CAFE COLOMBIA SA;08/08/2023;11/08/2023;23;8;P;2027733551;;COP; ;;;;;;
23000472;PV;10229;ENEL COLOMBIA S.A  E.S.P;09/08/2023;11/08/2023;23;8;H;7959440;7959440;COP;002;;;;;;
23000473;PV;10229;ENEL COLOMBIA S.A  E.S.P;09/08/2023;11/08/2023;23;8;H;49090160;49090160;COP;002;;;;;;
23000474;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;09/08/2023;11/08/2023;23;8;H;4016933;4016933;COP;002;;;;;;
23000475;PV;10229;ENEL COLOMBIA S.A  E.S.P;10/08/2023;11/08/2023;23;8;H;2843220;2843220;COP;002;;;;;;
23000519;PV;8450;KLM CIA REAL HOLANDESA DE AVIACION;10/08/2023;13/10/2023;23;8;H;42425811;42425811;COP; ;;;;;;
23000476;PV;8011;COMUNICACION CELULAR SA COMCEL SA;14/08/2023;18/08/2023;23;8;H;2499369;2499369;COP; ;;;;;;
23000477;PV;20040;CELSIA COLOMBIA SA ESP;14/08/2023;18/08/2023;23;8;H;1345573947;1345573947;COP; ;;;;;;
23000478;PV;8044;BANCOLOMBIA S.A.;14/08/2023;18/08/2023;23;8;H;1424603000;1424603000;COP; ;;;;;;
23000495;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;14/08/2023;27/10/2023;23;8;H;55902040;55902040;COP; ;;;;;;
23000480;PV;10033;EAB ESP ASEO;15/08/2023;16/08/2023;23;8;H;36096084;36096084;COP; ;;;;;;
23000481;PV;10033;EAB ESP ASEO;15/08/2023;16/08/2023;23;8;H;162468130;162455140;COP; ;;;;;;
23000482;PV;8044;BANCOLOMBIA S.A.;15/08/2023;16/08/2023;23;8;H;3827950000;3827950000;COP; ;;;;;;
23000486;PV;10054;FIDUCIARIA BANCOLOMBIA S A;15/08/2023;15/09/2023;23;8;H;6902000;6902000;COP;002;;;;;;
23000505;PV;37443;ARAJET-SUCURSAL COLOMBIA;15/08/2023;13/10/2023;23;8;H;7968664;7968664;COP; ;;;;;;
23000506;PV;33922;CONCESIONARIA VUELA COMPAÑIA DE AVIACION;15/08/2023;13/10/2023;23;8;H;38642761;38642761;COP; ;;;;;;
23000524;PV;34155;VUELA AVIACIÓN S.A. SUCURSAL COLOMBIA;15/08/2023;13/10/2023;23;8;H;7331040;7331040;COP; ;;;;;;
23000483;PV;9666;AVIANCA S.A;16/08/2023;25/08/2023;23;8;P;519912;;COP;002;;;;;;
23000497;PV;8268;AEROREPUBLICA S.A WINGO;16/08/2023;20/10/2023;23;8;P;181440193;;COP; ;;;;;;
23000504;PV;8006;AIR FRANCE;16/08/2023;20/10/2023;23;8;H;42112444;42112444;COP; ;;;;;;
23000513;PV;8187;COMPAÑIA PANAMEÑA DE AVIACION S.A.COPA;16/08/2023;20/10/2023;23;8;H;268950807;268950807;COP; ;;;;;;
23000522;PV;31960;SKY AIRLINE S.A. SUCURSAL COLOMBIA;16/08/2023;20/10/2023;23;8;H;9527902;9527902;COP; ;;;;;;
23000484;PV;28148;COMPAÑIA DE MEDICINA PREPAGADA COLSANIT;17/08/2023;18/08/2023;23;8;P;-22036455;;COP; ;;;;;;
23000502;PV;8319;AEROVIAS DE MEXICO S.A. DE C.V AEROMEXIC;17/08/2023;20/10/2023;23;8;H;64903750;64903750;COP; ;;;;;;
23000507;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;17/08/2023;20/10/2023;23;8;H;26392739;2439665;COP; ;;;;;;
23000510;PV;8262;AMERICAN AIRLINES INC SUCURSAL C;17/08/2023;20/10/2023;23;8;H;67363283;67363283;COP; ;;;;;;
23000512;PV;9666;AVIANCA S.A;17/08/2023;20/10/2023;23;8;P;967132416;;COP;002;;;;;;
23000523;PV;14953;TURKISH AIRLINES INC COLOMBIA;17/08/2023;20/10/2023;23;8;H;16992931;16992931;COP; ;;;;;;
23000485;PV;29156;LIBERTY NETWORKS DE COLOMBIA S.A.S;18/08/2023;08/09/2023;23;8;H;24395000;19119656;COP;002;;;;;;
23000500;PV;8272;AEROVIAS DE INTEGRACION REGIONAL AIRES;18/08/2023;20/10/2023;23;8;H;217434123;217434123;COP; ;;;;;;
23000516;PV;8240;JETBLUE AIRWAYS CORPORATION;18/08/2023;20/10/2023;23;8;H;17620094;17620094;COP; ;;;;;;
23000487;PV;10229;ENEL COLOMBIA S.A  E.S.P;22/08/2023;25/08/2023;23;8;H;324850;324850;COP;002;;;;;;
23000488;PV;9582;ETB SA ESP;22/08/2023;25/08/2023;23;8;P;-5392860;;COP;002;;;;;;
23000508;PV;8422;TACA INTERNATIONAL AIRLINES S A SUCURSAL;22/08/2023;20/10/2023;23;8;P;2852116;;COP; ;;;;;;
23000511;PV;8413;AVIANCA ECUADOR S.A SUCURSAL COLOMBIA;22/08/2023;27/10/2023;23;8;H;86458455;10764441;COP; ;;;;;;
23000525;PV;8424;AVIANCA COSTA RICA S A SUCURSAL COLOMBIA;22/08/2023;20/10/2023;23;8;H;885703;28403;COP; ;;;;;;
23000531;PV;9582;ETB SA ESP;22/08/2023;25/08/2023;23;8;P;-5362450;;COP;002;;;;;;
23000532;PV;9582;ETB SA ESP;22/08/2023;25/08/2023;23;8;H;5362450;5362450;COP;002;;;;;;
23000489;PV;10033;EAB ESP ASEO;23/08/2023;24/08/2023;23;8;H;371000;371000;COP; ;;;;;;
23000527;PV;35885;SKY AIRLINE PERU S.A.C SUCURSAL COLOMBIA;23/08/2023;27/10/2023;23;8;H;174187;174187;COP; ;;;;;;
23000490;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;24/08/2023;25/08/2023;23;8;H;129808910;129808910;COP; ;;;;;;
23000491;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;24/08/2023;25/08/2023;23;8;H;591563670;591563670;COP; ;;;;;;
23000492;PV;8044;BANCOLOMBIA S.A.;24/08/2023;25/08/2023;23;8;H;450278;450278;COP; ;;;;;;
23000494;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;24/08/2023;15/09/2023;23;8;H;6688970;6688970;COP; ;;;;;;
23000509;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;24/08/2023;15/09/2023;23;8;H;134174423;134174423;COP; ;;;;;;
23000526;PV;45740;MORALES JIMENEZ ALFONSO SAMUEL;25/08/2023;30/08/2023;23;8;A;734747;734747;COP; ;;;;;;
23000601;PV;8086;DELTA AIR LINES INC.;25/08/2023;06/10/2023;23;8;H;180902991;5447507;COP; ;;;;;;
23000533;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;29/08/2023;30/08/2023;23;8;H;45233888;45233888;COP; ;;;;;;
23000534;PV;8044;BANCOLOMBIA S.A.;29/08/2023;22/09/2023;23;8;H;828000;828000;COP; ;;;;;;
23000689;PV;8244;BEUMER GROUP COLOMBIA SAS;30/08/2023;30/08/2023;23;8;H;46887;46887;COP; ;;;;;;
23000558;PV;8086;DELTA AIR LINES INC.;01/09/2023;03/11/2023;23;9;P;46554293;;COP; ;;;;;;
23000575;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;01/09/2023;03/11/2023;23;9;H;103800701;103800701;COP; ;;;;;;
23000555;PV;14599;AIR EUROPA;04/09/2023;03/11/2023;23;9;H;39813347;39813347;COP; ;;;;;;
23000535;PV;10188;ENERTOTAL S.A. E.S.P.;05/09/2023;08/09/2023;23;9;H;201438211;201438211;COP;002;;;;;;
23000536;PV;10188;ENERTOTAL S.A. E.S.P.;05/09/2023;08/09/2023;23;8;H;211379;211379;COP;002;;;;;;
23000537;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;06/09/2023;08/09/2023;23;9;H;4016933;4016933;COP;002;;;;;;
23000556;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;06/09/2023;10/11/2023;23;9;H;28180618;28180618;COP; ;;;;;;
23000571;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;06/09/2023;10/11/2023;23;9;H;29640920;29640920;COP; ;;;;;;
23000538;PV;10188;ENERTOTAL S.A. E.S.P.;08/09/2023;13/09/2023;23;9;H;5000;5000;COP;002;;;;;;
23000539;PV;17347;MUNICIPIO DE FUNZA;11/09/2023;13/09/2023;23;9;H;21431000;21431000;COP; ;;;;;;
23000540;PV;8574;DIRECCION DISTRITAL DE TESORERIA;12/09/2023;13/09/2023;23;9;H;92670;92670;COP; ;;;;;;
23000554;PV;10054;FIDUCIARIA BANCOLOMBIA S A;12/09/2023;20/10/2023;23;9;H;6902000;6902000;COP;002;;;;;;
23000541;PV;8011;COMUNICACION CELULAR SA COMCEL SA;13/09/2023;15/09/2023;23;9;H;2431490;2431490;COP; ;;;;;;
23000542;PV;10033;EAB ESP ASEO;13/09/2023;14/09/2023;23;9;H;33832200;33832200;COP; ;;;;;;
23000543;PV;10033;EAB ESP ASEO;13/09/2023;14/09/2023;23;9;H;178171440;178171440;COP; ;;;;;;
23000564;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;13/09/2023;17/11/2023;23;9;H;61216975;61216975;COP; ;;;;;;
23000544;PV;8044;BANCOLOMBIA S.A.;14/09/2023;15/09/2023;23;9;H;1812860000;1812860000;COP; ;;;;;;
23000560;PV;8450;KLM CIA REAL HOLANDESA DE AVIACION;14/09/2023;17/11/2023;23;9;H;14935438;14935438;COP; ;;;;;;
23000573;PV;8203;SPIRIT AIRLINES INC;15/09/2023;17/11/2023;23;9;H;124411458;124411458;COP; ;;;;;;
23000545;PV;29156;LIBERTY NETWORKS DE COLOMBIA S.A.S;18/09/2023;13/10/2023;23;9;H;24395000;24395000;COP;002;;;;;;
23000561;PV;8341;LAN PERU S.A. SUCURSAL COLOMBIA;18/09/2023;17/11/2023;23;9;H;114374484;114374484;COP; ;;;;;;
23000563;PV;8483;LATAM AIRLINES GROUP S.A. SUCURSAL COLOM;18/09/2023;17/11/2023;23;9;H;238201360;238201360;COP; ;;;;;;
23000565;PV;8272;AEROVIAS DE INTEGRACION REGIONAL AIRES;18/09/2023;17/11/2023;23;9;H;412571698;412571698;COP; ;;;;;;
23000572;PV;31960;SKY AIRLINE S.A. SUCURSAL COLOMBIA;18/09/2023;22/09/2023;23;9;H;9017922;9017922;COP; ;;;;;;
23000546;PV;20040;CELSIA COLOMBIA SA ESP;19/09/2023;20/09/2023;23;9;H;1202740316;1202740316;COP; ;;;;;;
23000547;PV;10229;ENEL COLOMBIA S.A  E.S.P;19/09/2023;22/09/2023;23;9;H;3262060;3262060;COP;002;;;;;;
23000548;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;19/09/2023;06/10/2023;23;9;H;974305;974305;COP; ;;;;;;
23000562;PV;35783;LATAM AIRLINES ECUADOR S.A. SUCURSAL COL;19/09/2023;17/11/2023;23;9;H;33211434;33211434;COP; ;;;;;;
23000574;PV;8374;TAM LINHAS AEREAS S.A. SUCURSAL COLOMBIA;19/09/2023;17/11/2023;23;9;H;15879255;15879255;COP; ;;;;;;
23000549;PV;9582;ETB SA ESP;21/09/2023;22/09/2023;23;9;H;5367320;5367320;COP;002;;;;;;
23000566;PV;8006;AIR FRANCE;21/09/2023;24/11/2023;23;9;H;41800611;41800611;COP; ;;;;;;
23000567;PV;8187;COMPAÑIA PANAMEÑA DE AVIACION S.A.COPA;21/09/2023;24/11/2023;23;9;H;140281211;140281211;COP; ;;;;;;
23000568;PV;9666;AVIANCA S.A;21/09/2023;24/11/2023;23;9;P;990748742;;COP;002;;;;;;
23000569;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;21/09/2023;24/11/2023;23;9;H;29418806;2719385;COP; ;;;;;;
23000570;PV;8240;JETBLUE AIRWAYS CORPORATION;21/09/2023;24/11/2023;23;9;H;17974826;17974826;COP; ;;;;;;
23000576;PV;8268;AEROREPUBLICA S.A WINGO;21/09/2023;24/11/2023;23;9;H;192778903;192778903;COP; ;;;;;;
23000551;PV;20040;CELSIA COLOMBIA SA ESP;22/09/2023;28/09/2023;23;9;H;132201465;132201465;COP; ;;;;;;
23000552;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;22/09/2023;13/10/2023;23;9;H;6129379;6129379;COP; ;;;;;;
23000553;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;22/09/2023;13/10/2023;23;9;H;131679222;131679222;COP; ;;;;;;
23000580;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;22/09/2023;20/10/2023;23;9;H;107892380;107892380;COP; ;;;;;;
23000577;PV;10033;EAB ESP ASEO;26/09/2023;28/09/2023;23;9;H;68390;68390;COP; ;;;;;;
23000578;PV;10229;ENEL COLOMBIA S.A  E.S.P;27/09/2023;27/10/2023;23;9;H;9276950;9276950;COP;002;;;;;;
23000579;PV;10229;ENEL COLOMBIA S.A  E.S.P;27/09/2023;28/09/2023;23;9;P;-75260210;;COP;002;;;;;;
23000581;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;27/09/2023;20/10/2023;23;9;H;643342050;643342050;COP; ;;;;;;
23000589;PV;10229;ENEL COLOMBIA S.A  E.S.P;27/09/2023;28/09/2023;23;9;H;72127060;72127060;COP;002;;;;;;
23000582;PV;10229;ENEL COLOMBIA S.A  E.S.P;28/09/2023;29/09/2023;23;9;H;356740;356740;COP;002;;;;;;
23000583;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;28/09/2023;29/09/2023;23;9;H;18784920;18784920;COP; ;;;;;;
23000585;PV;10004;SOCIEDAD INTERNACIONAL DE TELECOMUNICACI;28/09/2023;29/09/2023;23;9;P;-5271187;;COP;002;;;;;;
23000587;PV;10004;SOCIEDAD INTERNACIONAL DE TELECOMUNICACI;28/09/2023;29/09/2023;23;9;P;5292442;;COP;002;;;;;;
23000659;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;03/10/2023;08/12/2023;23;10;H;58258312;58258312;COP; ;;;;;;
23000590;PV;10188;ENERTOTAL S.A. E.S.P.;04/10/2023;06/10/2023;23;10;H;252335435;252335435;COP;002;;;;;;
23000591;PV;10188;ENERTOTAL S.A. E.S.P.;04/10/2023;06/10/2023;23;10;H;271046;271046;COP;002;;;;;;
23000622;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;04/10/2023;08/12/2023;23;10;H;58569996;58569996;COP; ;;;;;;
23000629;PV;37443;ARAJET-SUCURSAL COLOMBIA;04/10/2023;08/12/2023;23;10;H;13571174;13571174;COP; ;;;;;;
23000631;PV;8445;SATENA - SERVICIO AEREO A TERRITORIOS NA;04/10/2023;08/12/2023;23;10;H;125828593;125828593;COP; ;;;;;;
23000644;PV;8422;TACA INTERNATIONAL AIRLINES S A SUCURSAL;04/10/2023;08/12/2023;23;10;P;10120845;;COP; ;;;;;;
23000649;PV;14953;TURKISH AIRLINES INC COLOMBIA;04/10/2023;08/12/2023;23;10;H;36888253;36888253;COP; ;;;;;;
23000651;PV;14599;AIR EUROPA;04/10/2023;08/12/2023;23;10;H;39106787;39106787;COP; ;;;;;;
23000653;PV;8424;AVIANCA COSTA RICA S A SUCURSAL COLOMBIA;04/10/2023;08/12/2023;23;10;P;335823;;COP; ;;;;;;
23000654;PV;8413;AVIANCA ECUADOR S.A SUCURSAL COLOMBIA;04/10/2023;08/12/2023;23;10;P;46537470;;COP; ;;;;;;
23000627;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;05/10/2023;08/12/2023;23;10;H;14467423;14467423;COP; ;;;;;;
23000637;PV;31960;SKY AIRLINE S.A. SUCURSAL COLOMBIA;05/10/2023;08/12/2023;23;10;H;8548303;8548303;COP; ;;;;;;
23000638;PV;8030;AEROLINEAS ARGENTINAS  S.A.;06/10/2023;08/12/2023;23;10;P;-25069980;;COP; ;;;;;;
23000640;PV;8030;AEROLINEAS ARGENTINAS  S.A.;06/10/2023;08/12/2023;23;10;P;-29118782;;COP; ;;;;;;
23000647;PV;8030;AEROLINEAS ARGENTINAS  S.A.;06/10/2023;08/12/2023;23;10;P;-29833276;;COP; ;;;;;;
23000650;PV;8030;AEROLINEAS ARGENTINAS  S.A.;06/10/2023;08/12/2023;23;10;H;29833276;29833276;COP; ;;;;;;
23000592;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;09/10/2023;11/10/2023;23;10;H;4016933;4016933;COP;002;;;;;;
23000593;PV;10033;EAB ESP ASEO;09/10/2023;11/10/2023;23;10;H;29532560;29532560;COP; ;;;;;;
23000594;PV;10033;EAB ESP ASEO;09/10/2023;11/10/2023;23;10;P;-162727680;;COP; ;;;;;;
23000598;PV;10033;EAB ESP ASEO;09/10/2023;11/10/2023;23;10;P;-162714720;;COP; ;;;;;;
23000606;PV;10033;EAB ESP ASEO;09/10/2023;11/10/2023;23;10;H;165641220;165641220;COP; ;;;;;;
23000630;PV;8086;DELTA AIR LINES INC.;09/10/2023;08/12/2023;23;10;P;67875030;;COP; ;;;;;;
23000643;PV;8272;AEROVIAS DE INTEGRACION REGIONAL AIRES;09/10/2023;08/12/2023;23;10;H;227472943;227472943;COP; ;;;;;;
23000624;PV;8341;LAN PERU S.A. SUCURSAL COLOMBIA;10/10/2023;08/12/2023;23;10;H;49894468;49894468;COP; ;;;;;;
23000625;PV;35783;LATAM AIRLINES ECUADOR S.A. SUCURSAL COL;10/10/2023;08/12/2023;23;10;H;33015791;33015791;COP; ;;;;;;
23000626;PV;8483;LATAM AIRLINES GROUP S.A. SUCURSAL COLOM;10/10/2023;08/12/2023;23;10;P;-48026720;;COP; ;;;;;;
23000628;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;10/10/2023;15/12/2023;23;10;H;38003793;38003793;COP; ;;;;;;
23000633;PV;8277;AIR CANADA SUCURSAL COLOMBIA;10/10/2023;15/12/2023;23;10;H;92653048;92653048;COP; ;;;;;;
23000639;PV;33922;CONCESIONARIA VUELA COMPAÑIA DE AVIACION;10/10/2023;15/12/2023;23;10;H;91125454;91125454;COP; ;;;;;;
23000646;PV;8374;TAM LINHAS AEREAS S.A. SUCURSAL COLOMBIA;10/10/2023;08/12/2023;23;10;H;15988497;15988497;COP; ;;;;;;
23000652;PV;8006;AIR FRANCE;10/10/2023;15/12/2023;23;10;H;39692531;39692531;COP; ;;;;;;
23000656;PV;34155;VUELA AVIACIÓN S.A. SUCURSAL COLOMBIA;10/10/2023;08/12/2023;23;10;H;14433455;14433455;COP; ;;;;;;
23000595;PV;10104;CORPORACION AUTONOMA REGIONAL;11/10/2023;13/10/2023;23;10;H;1210393;1210393;COP;002;;;;;;
23000596;PV;8574;DIRECCION DISTRITAL DE TESORERIA;11/10/2023;13/10/2023;23;10;H;106720;106720;COP; ;;;;;;
23000597;PV;8063;LONGPORT COLOMBIA LTDA;11/10/2023;27/10/2023;23;10;P;57768;;COP; ;;;;;;
23000604;PV;10054;FIDUCIARIA BANCOLOMBIA S A;11/10/2023;17/11/2023;23;10;H;6902000;6902000;COP;002;;;;;;
23000623;PV;8450;KLM CIA REAL HOLANDESA DE AVIACION;11/10/2023;15/12/2023;23;10;H;20362675;20362675;COP; ;;;;;;
23000599;PV;31815;VALENCIA Y VALENCIA ASESORES JURIDICOS S;12/10/2023;13/10/2023;23;10;H;5346960;5346960;COP; ;;;;;;
23000600;PV;8044;BANCOLOMBIA S.A.;12/10/2023;13/10/2023;23;10;H;3541581000;3541581000;COP; ;;;;;;
23000634;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;12/10/2023;15/12/2023;23;10;H;31628451;2923638;COP; ;;;;;;
23000621;PV;8240;JETBLUE AIRWAYS CORPORATION;13/10/2023;15/12/2023;23;10;H;16017888;16017888;COP; ;;;;;;
23000641;PV;8203;SPIRIT AIRLINES INC;16/10/2023;15/12/2023;23;10;H;21082057;21082057;COP; ;;;;;;
23000602;PV;20040;CELSIA COLOMBIA SA ESP;17/10/2023;20/10/2023;23;10;H;1249499244;1249499244;COP; ;;;;;;
23000603;PV;8011;COMUNICACION CELULAR SA COMCEL SA;17/10/2023;20/10/2023;23;10;H;2431490;2431490;COP; ;;;;;;
23000607;PV;29156;LIBERTY NETWORKS DE COLOMBIA S.A.S;18/10/2023;10/11/2023;23;10;H;24395000;24395000;COP;002;;;;;;
23000608;PV;10229;ENEL COLOMBIA S.A  E.S.P;18/10/2023;20/10/2023;23;10;H;3469790;3469790;COP;002;;;;;;
23000609;PV;10229;ENEL COLOMBIA S.A  E.S.P;18/10/2023;20/10/2023;23;10;H;9947930;9947930;COP;002;;;;;;
23000610;PV;10229;ENEL COLOMBIA S.A  E.S.P;18/10/2023;20/10/2023;23;10;H;61033040;59027170;COP;002;;;;;;
